Feature0,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Y
-0.4202438101,0.68738781,-0.5119072164,-0.5348986005,-0.5396605707,-0.6351418085,-0.3778789862,0.2777450969,-0.3175907753,-0.1414457199,0.7140470683,1.8656956056,1.3482874076,-0.2317102547,-0.5521233062,-0.3493195313,0.0082586903,1.5562380128,-0.5663144462,0.5535238202,-0.5951509082,0.3788299054,-0.6685777331,-0.1272643885,0.251604489,1.4491032715,0.0915182801,-1.0558623219,1.1050811264,-1.0864467939,0.0606905709,-0.6658131371,0.1811741229,-0.5770752289,0.5086354389,-0.8715783753,-0.1034465755,1.1075918437,0.0293729563,-0.6407242125,1.4582527945
0.2215269829,-0.6975014055,1.2022629276,1.3035782137,-1.6165210112,1.9097181112,-0.5356642317,-0.7032393286,1.4796186367,0.9520312386,-0.9835106088,-2.192926234,-0.4534294863,1.0672691029,0.2509842236,1.3899412173,0.653736905,-0.0445364618,1.3714902106,1.4907710112,-1.7465017879,-1.323590933,-1.1651460834,0.6971539253,0.8466924447,-0.9759364391,0.6774140451,0.8292957539,-0.8362063914,-1.2348399291,-0.8134790271,0.7475795432,-0.7535353316,-1.2961522976,1.1220871288,-0.3717620697,-1.6923096261,-0.1534131631,0.2609567102,0.6068712563,1.1249537465
1.561598356,1.8722304064,-2.5774113975,-0.8441827731,2.368136003,-0.9496474429,-0.1015903078,0.4837782088,0.7316909098,0.5977871562,0.5946989773,-0.3018118188,0.0406314811,-0.4141012423,0.8172690094,0.8033056352,-0.6998740329,-0.3823372383,-1.4891734427,0.1592126055,1.1479879517,-1.0828719902,0.1800143411,0.2630418323,1.3677343812,-0.0188599085,-1.167557127,-0.5240983405,0.1824760888,-0.4814950183,-0.9231929456,-1.5062924799,0.9436607437,0.4547582057,-0.3671772672,1.8109871053,0.1524547578,-0.5239802436,0.9981116009,-1.1503860177,1.5485318549
0.1153791596,-1.0772639413,0.268738905,0.6808382572,-0.5532015417,0.1525201015,2.7450171102,-0.4372338333,-0.8181855846,0.2448093096,0.7730467573,-1.0126212646,-0.1645520118,-0.7077554166,-1.4534912711,0.2397045859,-0.6686208522,-0.0263665301,0.456070598,0.1066411272,-0.1951654278,0.3643269141,-0.9023898069,-1.5578022573,0.1530052293,1.3442044593,0.4202680624,1.5094480195,1.2432589524,0.5383731563,-1.2360341073,0.6677676754,-0.9021950926,0.8294079952,-1.2750262364,-1.4141461907,-0.555012773,-0.6561650613,0.7291395893,-2.1170527549,1.1175937585
0.4193950223,0.4393315808,1.9673757153,0.6257010496,0.1819416061,0.4378777866,0.8539933608,0.8009228619,-0.7417908196,-0.837422122,1.1326459413,0.5008098488,-0.9544109357,-0.2618459886,-0.4434709225,-0.9455347606,0.3327880128,1.3006114671,0.2669817665,-0.0429373475,0.1536247768,0.2282992462,-1.650613221,-0.1967742334,-0.667161901,-0.6148404208,-0.5241457573,-2.2214871222,-0.2675506378,-0.8083000478,-0.0043148602,0.3345256801,0.2345283703,1.3912717094,0.4231828944,-0.2721841976,-0.385351892,1.5998513758,0.0560349574,0.4671028379,1.7628346505
0.9201073889,0.6571900628,0.6297310651,0.5439996732,1.1233963705,-1.0830193444,-1.0825185144,0.6433410423,-1.5213755481,-0.2432883157,0.0471695136,-1.7254199275,-1.9933739636,-0.4439755468,0.2046373693,-1.8109171159,1.8123669698,2.5787705069,-0.1298847161,-0.8140344464,-0.1007625103,-1.5809528715,0.9853391087,1.5238705295,-0.7552567798,-1.32389673,0.3084129179,-0.0611717904,-1.557309321,0.0246178954,0.4094766991,-0.3822843153,-0.2302841224,0.9874108266,1.8822787967,1.0443884712,0.0769028436,-0.9303236056,0.9072477262,-2.4069160261,0.8895348914
0.9811197662,-1.2644143983,-0.5964095777,0.0414609445,1.0456464654,0.657033927,-0.0383191148,0.4988430858,0.5567499296,1.0512738082,-0.0383813581,-0.8694425939,0.033804237,-2.9839111377,0.5958136149,2.5809213695,0.2024559975,0.5840504202,-0.1738308807,-0.5803310929,1.0104068987,-0.5983445785,-0.410664941,0.6220067093,3.2858464432,1.372071119,0.815833487,0.9792030302,0.7920527998,-0.5179914704,-2.5640574582,0.2406269242,-0.1389051162,0.3459181447,-1.6855069067,-1.0051424755,0.7756834432,0.4360645141,-1.363833231,-0.5968971772,1.2869459704
-0.2063003707,-0.0539712881,-0.2365290997,0.9706364715,-0.0324603647,1.7265669364,-0.3301366995,0.5529527764,-0.3757542653,1.2816598072,1.356700304,0.1902004459,0.324565432,-0.1643506116,-0.5344108873,-1.4772896789,1.1386274102,-0.7579718895,-1.8690769955,-0.9790263441,0.5360160093,1.0441799241,-0.0646346334,0.9885717927,1.0341111316,0.5851757911,0.5962679996,-1.2147099917,0.9913719711,-0.2867385284,-1.1349885142,-1.4308108041,-0.7592559833,0.4273294975,-0.5040972075,0.6848194514,-0.1168253755,0.2640847053,-0.3859946892,0.6401841139,1.5634342553
0.5739104698,-1.2991212154,-0.6143194027,0.6687458155,-0.3671084218,1.2107543611,-1.2485024933,0.7005385133,0.6084662994,2.3632882671,0.2301571271,1.5633841537,0.3117169618,0.7780959243,-0.1457573562,0.859301311,0.1052918505,0.6635249861,-0.1525894477,-0.6463227574,0.8486508197,-0.5500128677,0.6414294863,0.198692895,-0.7848280699,0.982504952,-0.5234624706,-0.4378276373,-0.4602426678,0.4570356281,-2.0075053452,-0.5901293509,-0.482353494,0.9073306961,-0.6476429321,0.9213268822,3.314447622,-0.8188099991,-2.3109643409,-0.3102713894,1.8073151409
0.1041973607,1.3930877168,-1.8385398807,-2.512204396,0.0008110435,0.1416219713,1.1133385733,-2.2567922906,1.3549223186,0.2105214453,-0.801411578,0.1618223669,1.4905114103,0.0892240803,-0.5108691209,-1.1229912047,0.9919426423,1.4332494127,0.2570881806,-0.6792901957,-0.4606015704,0.4425992489,0.8143705735,0.4950660365,-0.1238509444,-0.6728180596,0.5728960504,0.4725918418,1.8418053826,0.9375128124,-0.6695152053,0.9533217945,-0.8191136823,-0.0502964136,1.3177388915,-0.6105694469,-0.1157989129,0.8989907296,-0.108602661,-0.1775477215,1.6980096508
-0.4165616774,0.1892205629,-1.8069404611,0.5149213532,0.7928813631,0.2906947776,0.500612162,-0.7795704236,-0.3473728296,-0.4166404803,1.1919961287,-0.2654421335,-1.7728744507,-0.2727912952,0.5052138105,-1.3815231084,0.8285969937,-0.5751002209,0.4321738503,-1.9456527736,1.3809544267,-0.1679563705,0.4139878083,1.6013878351,1.1402539786,0.4314954981,-1.1385958367,-0.8797444138,-0.9492518135,-2.4047966658,-0.2712169149,-1.9511469527,2.0906460116,-1.2722367882,0.3396827086,-0.6521167435,-0.3923745027,0.0070093742,-1.0559730059,3.0363862011,0.8617793638
-0.6506130812,0.7473393431,-0.5606874578,-0.0563192898,0.1288256419,-0.2734539088,-0.1116963985,0.0200221582,-0.8611070311,0.3816299926,0.6393073827,1.906509769,0.1202382179,-0.3938012483,-1.3439584209,0.5357558313,0.6141897954,-0.3996391388,1.612670614,0.9228836126,2.2142467706,-0.1524655203,-0.371179382,-2.0673902885,-0.8922474473,-0.1726639243,1.7420502419,-0.6635861573,-0.0253312318,0.8482441398,0.4051489444,-0.5707330228,-0.9485078475,1.1266262117,-0.8206347769,1.8502714033,0.4966968796,0.5262163907,2.284038077,0.0485206911,1.8410951102
1.1817409765,-1.2013853342,0.2737237431,0.3483967421,-2.7301357402,0.489309694,-1.3700346436,-0.0093454911,0.2531032033,-0.5779169967,-1.2069618651,-1.5836700629,0.3802058213,1.4746434968,0.1295117669,1.3717513296,-0.1143746923,2.1387528036,-0.0751929156,0.3454658815,-0.4161510556,0.593813604,0.5621945768,-0.2686257127,0.0104180969,0.9322154937,-1.2642459784,1.4284942746,0.5870451989,-0.6242944977,1.6377893439,0.9701413617,-1.2776164693,-0.300997717,-0.393769051,1.2657641804,0.8388398478,-0.7169518199,-1.8289341709,-1.5844213956,1.5861979838
-1.0521727132,0.2143659079,0.1708114545,1.5514112654,-2.0327012252,-1.4919036858,0.279194474,-0.6318820652,-0.2876050145,-0.1440714763,-1.4742791853,-1.086693353,2.2101671916,-1.0259867555,-2.3282370321,0.9099045124,0.9944040297,0.5742468518,0.13573588,0.0215146061,0.5097394446,0.4923050816,2.1340712554,-0.5956607454,0.2044045406,-0.1302790628,-0.0759513947,-0.3974835048,-0.5293540669,1.8039755188,0.5628070625,0.9039062233,0.7310407178,0.8659018902,1.2611695067,1.0840486539,2.9832212933,-0.7669968725,-0.1822400032,1.4201867479,1.7961385527
1.0758670795,0.7547202349,-0.3492631439,-0.5441980972,-0.3715575612,1.025248037,-2.7059616775,-0.6389707934,0.1370971753,-0.4817113372,1.1466304079,0.2660343906,1.1096900139,0.8830090645,0.7269713382,-0.1634687347,-0.5777299799,-0.0589641741,1.0738426873,0.1973786266,0.5936558342,1.4303247455,-0.3757336083,-1.5889098371,-0.5010311657,0.7370756753,-2.1659111187,0.0214390308,-0.6638518412,0.9486250058,0.1941506829,-0.1040179012,-1.2602080869,1.1079477926,-0.3226728597,0.2387319886,0.7662598303,2.236939627,-0.1856761792,-1.027894411,1.8325460349
0.8368305108,-0.0806668425,0.2227818339,0.0928825639,1.3154840133,0.3583700639,-0.5737647667,-0.5494249886,-0.1612726823,-2.3047448051,0.4596971842,-0.9676278445,0.3251213138,1.2147331638,-0.1998792488,1.3458448979,-3.7731200899,-0.7537676784,-0.3684867546,-0.8953798493,0.4286349101,0.684295434,0.4507878027,-0.033713455,-1.5013047695,-0.1244901426,-1.4910885357,-1.0125292865,0.5707332904,1.4149321872,-2.8519809736,-0.261131945,0.9107060282,0.6729161458,-0.5136200799,0.2973754804,0.8842546151,-2.0362219046,-1.2114627855,1.3590286678,1.0720823804
0.1557760874,-0.3722431301,0.7127397434,-0.893263901,0.0779313474,1.336099893,0.4241890315,0.0004696638,-0.2581004634,0.0593642097,0.4130862931,-0.1506380818,-1.6341243821,0.0009414991,0.8927349946,-0.7542015124,-1.3364409647,1.7777268648,-2.5842491168,1.2405826325,-1.0919669206,-0.624028834,-1.4808369035,0.1090444993,-0.4080709188,-1.7919050904,-0.1081951112,-0.1989730023,0.1331292666,0.6214576709,1.1092476747,1.6857028538,0.5377788176,-0.0507522255,-0.8059132544,1.3775520364,-0.5944034893,-1.2324872834,0.8949659899,-0.525998866,1.1615805298
-0.3792446364,0.19512225,-1.103301243,0.5210681848,0.1104544982,-0.9029166157,0.904156021,-0.3548423243,-1.0073451116,-0.2555999089,-0.7109672498,0.1643025923,-0.1231449247,1.3786415554,-1.321383211,-1.8521062891,-0.0668296513,-0.3704826431,0.7786218644,-1.3367608911,0.4187659546,1.9872548604,0.4517733929,-0.4280348399,-0.2519613635,0.6712113584,-1.914676128,-0.1584205135,0.3831874313,-0.091420251,1.3849952768,0.6145713037,0.6691367483,1.0560741828,0.4099593514,-0.1379229796,-0.054380097,-0.9585718495,0.0840100106,-1.3381407644,1.3081959719
0.3225057931,0.085595453,-0.013680876,1.1316664548,0.274641687,-1.3192045251,0.077805584,1.3547340161,1.0158845005,-1.2028019397,-0.2963840267,1.5012033464,-0.2469576428,-0.7197674026,-0.0312125218,-1.1789611004,-0.6364361094,0.8155705273,-0.5292114562,-0.0515610378,-0.0275651616,-0.1972855789,0.5220366179,0.5371661691,-1.5499861041,0.5030330446,-0.5515548437,1.723367689,0.108242695,0.0835901246,0.1507558556,-1.1696607277,-0.9249235455,-0.4994144976,-1.5690576416,-0.7904229877,-0.4274604548,0.6865793674,-0.9436293183,-1.1362183235,1.4406912767
-1.4229998748,-0.1392913048,0.016847477,-0.1317766298,-1.2478179943,-1.3996051401,1.8181651908,-1.2527695348,-0.4333096259,0.9892992439,1.2122215534,-1.0991773594,-0.2951587467,0.1479810971,-0.4355714759,-0.1685058393,-0.2943793573,-1.0476061972,-0.1267722941,0.105644638,-1.4412221555,-0.8107719211,-1.299322892,-0.1572811177,0.598343416,0.4762772598,-0.2933474808,0.2171407497,-0.4992823101,-1.3151588636,0.9943390958,-0.4005709491,-0.9974678958,1.0261280916,-1.1240893328,0.4915650636,-0.4727501312,0.8498620799,1.8206974036,-0.9848354384,0.8532574608
-0.6578077669,-1.2921707692,0.275955469,0.4133964484,0.4669064329,-1.3225566413,-0.1254729175,-0.1782445252,-3.379965735,-0.5814667172,0.2495548169,-0.6242322569,1.6939784592,-0.9921581167,0.295836457,-0.5517828805,-0.6539363866,0.9814869481,-0.0714581191,-0.1783214919,0.0297662995,1.4713060237,0.4117262382,-0.3346187282,0.2320710975,-1.2932296528,1.3152127987,-1.4571611605,0.2141894661,-2.2074452731,-3.0842483781,-1.2009915782,1.2734493798,0.2174754435,0.5748924286,1.7437808085,0.7315218213,0.9114781977,-0.0845383794,0.7452655955,0.8515298456
0.5957018515,0.9601704591,-0.1911655557,1.7973370871,-1.1347286314,0.084325851,0.2631838063,1.3502828509,0.1659718421,0.4510445122,0.7538662752,0.190351129,-0.7502183131,-0.8681303281,-2.2681006129,-0.7502376434,-0.0121697938,-1.7840406518,0.1018369106,-0.3428637745,-1.8144008385,-0.81247284,0.8671054016,-0.0094955727,-0.0617446371,-0.0548677317,0.3942847137,-0.1555446192,-0.7448166529,2.0498275456,0.0191383307,-1.0645244484,1.5846131326,2.0338382465,1.0651142125,-0.7070459606,-1.5314445994,-0.5265024759,1.3858001069,1.4814086869,1.4981400469
-0.9701245327,1.4998493339,-1.6182708457,1.8749995852,-1.1305202818,2.7400961315,-0.4662737171,1.5880407067,1.2001747472,-0.8284857959,-2.4581902304,1.4614511638,-0.9094997739,0.7106257321,0.7137005168,4.0703273955,-0.4687069953,1.086330476,-1.1529591897,1.0396753001,-1.2327770588,0.6372770592,-1.2045390031,-2.521447087,0.7897445703,0.4180309821,-1.0162670615,-1.2711974664,-1.5206602751,-0.5094392718,-0.1456112117,-1.9903848487,-0.1689528522,-0.868829068,-1.7156406887,-0.1841363386,0.6763009508,0.2079544613,-0.4477362714,0.5439675652,0.9010253878
0.6512951818,-0.4873368149,0.2702655686,-0.3621577183,0.9689916014,0.0759467029,0.9285958445,0.0320477934,-1.8286801089,-0.6607060377,1.1703080557,-1.3471347361,0.2782364976,-0.7614002085,-0.2526513585,-0.0839262901,1.0276367985,-1.8283876352,-0.5084214476,0.0793919436,-0.4509405712,1.4076900135,1.0688626389,-2.1787417443,-1.6712363088,-1.1585941717,1.4724970044,0.0614144117,0.2701539986,0.661047833,-0.1660055031,0.8193571005,-0.3509385382,0.0496158813,-0.6425049811,0.8443869099,-0.0070931242,-1.7497444906,-0.1674966973,-1.5501233421,0.8487343216
-0.3106444791,-1.2203840132,0.8790593339,0.2867289245,0.1464180431,-1.1639508555,0.7119794199,-1.5565307375,-0.2647932961,-1.246419297,-1.1207840648,-1.151650943,-0.0565087702,-1.3551365019,-0.3667080157,-0.9716470317,-0.6479616711,0.1109802528,-0.8287788536,-0.0971645983,0.5637882343,1.0997079254,-1.3112464166,0.1675854404,-0.2465277519,0.5344479456,0.9716701665,1.9482922152,-0.3493985996,-0.9766890128,-0.7442863979,-0.2538255597,1.193970696,-1.34776187,0.2508960206,-0.3052606267,0.7843264784,-2.4773768912,-0.5626243639,-0.5745038015,0.8459104357
1.6160253099,-0.2301291294,0.2753853848,0.1581184989,0.2716572221,-0.1120129473,0.0199472778,-1.977011232,-2.1581653003,1.2143103018,0.6547434569,-0.2748227037,0.8197204717,0.3338044873,0.9738184261,0.0327880483,0.8889807297,-1.2178450988,1.1605957218,0.8233456218,0.0894398063,0.1718357973,-1.2494824306,0.7042447139,0.1371525163,-1.508197973,-1.9342684332,-1.8454078156,-0.1708528395,-1.1488230827,-0.656699837,-1.1376251055,0.1517568175,-0.4416261023,1.4119460328,1.1544926913,0.6987756806,0.3795051879,-1.2559514239,-1.8014122765,0.8466738111
-1.6202511515,-0.7945389221,0.2515683206,0.4732465474,-1.76392532,0.8168641344,0.0307719383,0.4017863268,0.3113996706,-0.2783648395,0.1158296828,0.0385931037,-0.6859658476,-0.6180513494,0.3797229801,0.9291541241,-0.5629735202,1.7852029741,0.2326672677,0.4297568211,0.0432928646,0.0803338426,0.1763251049,-0.5990802627,0.2064459518,0.3487291908,0.0883594336,1.8970613197,-0.9286845264,-1.4152710213,-1.0307822241,-0.4582480826,1.4612712953,1.0640224811,-1.8039628774,-0.6160990745,1.2989762315,0.5214235922,-0.5485255427,0.6155799839,1.7709969563
-2.4941557014,-0.2654422351,0.123022285,-0.8552635503,0.1735917959,0.4046860894,-0.0683234385,-0.5134002346,-0.1761373274,-0.9281927161,1.0190357493,0.153236913,0.9043010153,-0.1742629433,0.8873913269,0.7447435451,0.7001841722,0.3726612224,-0.5872668729,0.3894158935,-0.1708703764,-2.111390296,0.8441845873,0.4901754762,-1.0541732209,-0.9880252325,-0.9590522526,1.8501117293,0.6971389135,1.2655724303,-0.1148939367,-1.5419158158,-0.0141319497,2.1960305636,-0.3789786582,-0.0368269354,0.8467870433,-0.2181602657,0.6687153301,0.0396297056,1.4979479965
-0.1777380668,-0.6500788925,1.0786475652,-0.5900993621,-1.0716070637,-1.2110770305,-0.0885522716,-0.455061231,0.8727659999,1.2875126837,0.5076798747,-1.7095673623,0.6113434671,-0.4162814712,-0.0271658841,-0.9167068906,-0.0362445607,0.7014266073,-0.4833167948,-0.4370104859,-0.2374637021,-0.4155412701,0.1676202917,-0.4998937654,0.5942130335,-0.2259392252,-0.37500208,0.6009973557,1.2013912199,0.4242966676,-0.0895854834,-0.2600894118,-0.3622593438,-0.0670781679,-0.5388451531,0.1110193619,-0.0885273125,1.9473768241,1.3598617683,-0.7712444444,1.4727446235
-1.4788554589,-0.420236575,0.6544164413,1.3182090647,0.352568479,-0.5458031142,0.671307031,0.7616456383,-1.8085485235,1.2194319389,-0.9405307849,-0.5059798556,0.4828165304,-0.2901778496,-2.4681765446,2.918236015,0.7980403754,0.5134373599,0.9955809865,-2.2822738874,-0.2883031802,-0.161779783,-2.4732182889,-1.008303256,-1.5755754169,1.8721617368,1.1370860359,1.9859736262,0.538632306,0.165611665,1.6415603341,-1.2131033076,-1.4226923642,0.7590006925,-0.3127957132,0.3302328702,0.102506623,-0.0562983481,0.2967014734,-0.4765244898,1.0014808813
-0.4902266078,-0.1904758085,1.3110427733,0.6654834176,-0.9209659402,-0.3821408127,-0.6624901638,0.2138595779,0.3889241025,1.1760667516,1.3704476614,-0.9981070276,-0.6831619962,-0.4454942454,-0.1223144698,-0.8545543805,0.8779013013,2.3794340986,-0.1919813936,-0.905943468,0.8626506954,-0.9907223923,1.4544342625,0.6714935185,1.0828381237,0.7191138797,0.9380969988,-1.0412674797,1.2191061758,-1.6275978438,1.9220931178,-0.1279716658,-0.4400501403,1.0910941054,1.4192461219,-0.192647133,0.4215353022,-0.2781775145,0.6349915694,1.2548879741,1.8362436089
0.6856378403,1.6787486169,0.7126341225,-1.2331998734,-1.0842564992,-0.993057547,0.8565627243,-2.3132635866,-0.132295209,0.211631475,0.479794012,2.6006987074,-0.8556827898,-1.4701095662,-0.5141067474,-0.6926119865,0.4912155197,1.3046005412,0.0977119031,1.292224699,1.1511298906,0.5906438502,0.113490835,2.188379942,-0.9688150822,-0.0243833685,-0.9224641704,0.6137519218,-1.4964010256,-0.039836845,-1.2732326691,2.4663464175,1.2355778813,1.2590282093,-1.1360095025,-0.7575559717,0.2119751812,-0.8225625531,-2.6759044596,-1.1073238246,1.7438668299
1.0502090113,0.153387871,0.3742107296,0.2044858461,0.2366886945,-0.1430563575,0.900502182,-0.5573505742,-0.5904655994,0.1734409326,0.0752476391,1.1480918429,-1.0092790614,-2.6081545746,-1.4270289888,-1.2131958829,-0.7608625152,1.6902471466,0.151600954,1.1880960543,1.9856862822,-0.0407571617,-2.3431587347,0.3544247501,-0.8127711223,-0.2846515613,-0.0759070579,-1.3908263311,-0.7356559804,-0.2823438754,0.2053029702,0.5592787061,-1.11929045,1.8715569157,-1.8448030841,-0.6455895105,-1.0169942978,0.5989170588,1.0731487915,0.335284966,1.58305588
0.3792890632,-0.6381754625,0.0062712441,1.9888254963,1.9712495846,-0.740186898,1.5604001246,0.7649184729,-1.3203725975,0.6755025225,-1.6866243677,0.3808935922,0.0434643816,-0.7005320202,-0.9247698159,-2.0947686102,-0.8462900407,-1.463331171,-2.1753574831,1.217998078,-1.8325841492,-0.5768461332,1.230505712,1.0746775395,0.1363225541,-0.2669223358,0.0106614957,2.0749750216,-0.0557381275,-1.6542317264,-0.6499742022,-1.8280099119,0.3114204207,0.2767487105,-0.0308668463,0.4994071007,1.3670041251,0.0600115863,0.9081419821,0.6270881207,1.1326509297
2.4799645655,-1.2840162517,-0.5459788865,0.0162755417,-2.9677063744,0.7627648766,0.1522280544,0.5937553141,-0.067247136,0.398625293,2.4138038548,0.1589757142,1.0015287564,-0.0456635781,2.8162249966,0.1306189079,0.8094799941,1.2000069103,1.6491965482,0.227380537,0.0372262612,-0.2310464711,-0.4541370202,2.4482120951,0.2276107494,-0.1321643057,0.2990284192,-0.1816051791,-0.5467716792,1.4159028848,-0.7924481785,1.5504727457,-0.0943995056,0.5487209429,-1.5139094885,0.3890727357,0.9806238765,-0.3015816133,-0.2281788663,-0.7273259078,1.8441228963
-1.1006197101,1.8659784185,-1.9864646085,0.1348507641,0.1308808482,0.6038708855,0.6329633096,1.285716037,0.5155461167,1.1264523,0.4336704803,-0.3060134918,0.178378134,-1.104308619,-0.0171965235,0.6715255109,0.7682954789,-0.9921057747,2.1275215219,0.6108190404,-0.8511332345,0.7895275684,1.8429118744,-1.1960338941,-0.2538585385,-2.2499810187,-1.0084401443,-0.3408053575,-1.43439811,1.715516813,-2.2161379514,0.9731343686,-1.5115305876,0.5162605787,0.293784232,-1.7137704502,-0.7828684294,-0.1791188067,0.8776570723,-0.793385615,1.1665551746
-0.9799321244,-0.4789146278,-0.4640142075,-0.5348113208,-0.6920128101,0.4906168696,-1.0750452033,-0.089320076,0.1903118868,1.2328888335,-0.9612716778,0.4605417309,0.1463939929,-0.2457927364,1.6128732288,-0.3117184222,-0.087163242,0.2695430698,-1.4889462683,-1.2255728527,-0.4102708626,1.2358397346,1.8035216633,0.0523565382,-0.260455175,-0.9924634388,2.1073228675,-0.9164248241,-0.8354209262,0.5167956598,-2.2398232228,3.0888881555,-0.8493145243,0.5123880159,0.0104653742,-1.2859578535,1.0953057599,-0.4021094146,0.6906878566,-0.9063885738,0.918528231
0.9118732211,0.4663455778,-1.355967988,-0.2147212047,-0.2498235718,-0.7745913171,-1.3749969292,0.2749841858,1.3952467428,-0.0320528909,-1.6332081462,-2.0796255667,0.5790549972,0.0865932259,0.705507771,0.1853105105,0.4237895711,-0.0477018393,-0.0408544447,-1.6709541435,0.6582022857,-1.1942213617,0.036352222,0.0373639063,0.078652397,-1.7903881841,0.4947131392,0.4210441329,-0.4457226017,-0.8701016805,0.6186413668,0.5657356163,-1.3303660126,-1.4227396669,-0.7007843202,0.4341391653,0.9720422134,-0.0238085103,0.175374175,0.475962034,0.8595039893
0.4102700469,-1.0592651047,0.2929279511,1.9650201899,0.8897043772,-1.5535505683,0.7657330605,-0.0237968543,1.1583570928,-1.4815303949,0.4400168288,-0.8115992558,-0.5565864356,1.1657151814,0.2540640581,-1.0195800818,-0.482094938,0.1749553141,2.7433167456,1.0566354734,-0.7811081735,-0.3753660334,-0.615245894,1.7776121012,-0.257198069,-0.3080048308,-0.4846985454,1.8297409158,0.150818558,0.9273532004,0.5735922264,-1.9502062433,1.1892792469,1.3445131324,1.2464136029,-0.0927883844,-0.055832323,0.3942259706,-0.3288385315,-1.1970435078,1.8410287927
-0.2347446433,1.0660783256,-1.9160287153,1.4974178356,-0.8779556715,-0.5694098483,0.060339767,-0.0916621447,0.6399356498,-1.6937113862,-0.1493002945,-1.0269885069,1.6339540358,-1.4012201543,0.0755043984,-1.3161058112,-1.0795731325,-0.1441133365,-1.6283549986,0.0472655936,-0.4931486499,0.342965288,0.6113428004,0.0580709445,-0.5569523068,-0.2658308092,-1.0738841261,-0.4279050812,0.0593337769,0.7364937781,0.0030400652,0.1158267515,-0.6337089279,-1.0033103276,-1.5966435792,-1.3074145903,2.3320568291,-1.5441580985,-0.4115613795,-0.2648315381,0.8506035673
-0.2715827156,0.0725561657,-0.1229099032,0.2330443522,0.7355699206,1.0760254825,1.6922641114,-0.322687264,0.4927560106,1.9163471544,0.4171984263,-0.0974944172,-0.254566434,-0.4184210471,-0.5841122921,-0.6494538399,-0.6211192799,-0.5371929868,0.9219222441,-0.2651809946,1.2790257887,1.5158439398,-0.0245918694,0.2014373079,-0.1346585253,1.2216252361,-0.8439751751,-1.4985874456,1.3529783549,-1.0721066685,-0.1227034008,-0.9134103133,1.2007205707,1.5263899063,-0.9077908248,-0.7014654968,0.8304854974,1.3603954811,-0.4509103099,-1.4402057628,1.8341243517
-0.1013679317,-1.2484484341,-0.5145706956,0.4254493965,0.7439371126,-0.2015546385,-0.7960053673,0.3208549321,1.082474012,-1.2456268181,1.029443396,-0.6100660235,-2.0740743855,0.6676509572,0.248673942,0.500485644,-0.6161465591,-0.0115454172,0.589422546,0.4119350142,0.3637393254,0.6494134459,-1.0920782013,-1.2800903463,1.2014805194,-1.5252101014,-1.9184883537,-0.516329041,0.632207918,0.1770477461,-0.5184994823,-2.115664613,1.2504503484,-0.0611477765,-0.6765305508,-0.7868669409,0.3018419417,-0.9723206775,-2.7382043914,-0.0188608609,0.8466110294
-1.9009203067,-1.7823666475,0.914311704,-0.943427993,0.690246026,-1.2027239815,-1.3285776641,-0.7260480415,-0.750141267,2.2403030655,-0.3010556476,-1.7793626413,-0.646682212,1.1530032656,1.3983628943,0.3341513998,-1.1571106206,1.8899741543,-1.2027804178,-0.1098021375,-1.2901369382,0.4984946921,1.0688078328,-0.2720585058,0.5805074511,2.5948742338,-0.2987404257,-0.4892227118,0.6826420604,0.5677312682,1.943364987,0.7827458469,-1.0509677047,0.4968140728,-0.1569478107,-1.2495989172,-1.2102879481,-2.1682361519,1.1020533635,0.3271952821,0.8865195815
1.123732413,-1.3729832609,1.4025067716,0.7980897615,0.8694046502,-1.0929710003,-1.5722633638,-0.0379847756,-0.3066362378,0.7275296423,0.4887738206,0.035519147,-1.002121182,1.3872407294,1.2138585563,0.0300306789,2.9514819198,-2.2797029265,-0.2618152627,0.6271497733,0.5154398677,-1.2564755632,-0.3254571275,-0.399449167,-0.7378378184,-0.505437014,0.097474493,0.152482051,-0.2724223698,0.6581146519,-0.9069244759,-0.3857783473,0.8337900753,0.9604202601,2.2035733967,-1.2182006811,0.795465813,2.1113058373,0.8634151432,-0.5635827559,1.4346398738
1.8944490089,0.0481443926,0.523062426,-0.2111414027,0.8154364419,0.4171254795,1.4076515984,-2.2597604821,-0.3942184102,-1.0227900649,0.3114307436,0.9808296262,0.6118612402,0.5787287953,0.0201610127,1.8084276189,-0.6601894681,1.328840073,0.7624680638,0.1640438342,0.3819362116,1.3564558581,0.7841937578,-2.0534639781,0.3803143839,1.147283894,1.100636018,-0.3176964923,1.5207345878,-0.4848096151,-0.0427453845,-1.0805827015,-1.0516400562,0.8674087892,0.2225073012,-1.5174721958,-1.2474442713,0.0775502956,-0.7320219545,-1.1069738046,1.5495705748
